书名,作者,出版社,出品方,副标题,原作名,出版年,页数,定价,装帧,丛书,ISBN,豆瓣评分,评价数,常用标签
疯狂的程序员,绝影,人民邮电出版社,,,,2008,360,35.00元,平装,,9787115190239, 7.8 ,1882,['程序人生', '程序员', '小说', '励志', 'IT', '疯狂的程序员', '计算机', '软件开发']
Effective Modern C++ 简体中文版,Scott Meyers,中国电力出版社,,42招独家技巧助您改善C++11和C++14的高效用法,Effective,2018-4-23,290,99,平装,,9787519817749, 8.9 ,80,['C++', 'C/C++', 'C++11', '程序设计', '计算机', '编程', '计算机科学', '经典']
啊哈!算法,啊哈磊,人民邮电出版社,,,,2014-6-1,246,45.00元,平装,图灵原创,9787115354594, 7.7 ,493,['算法', '编程', '计算机', '数据结构与算法', '计算机科学', '有趣', '程序员', '科普']
Redis入门指南（第2版）,李子骅,人民邮电出版社,,,,2015-5-1,213,CNY,平装,,9787115388407, 7.6 ,129,['Redis', '数据库', 'NoSQL', '计算机', '入门', '技术', 'redis', '编程']
Java并发编程的艺术,方腾飞,机械工业出版社,,,,2015-7-1,240,59.00元,平装,Java核心技术系列,9787111508243, 7.4 ,436,['Java', '并发', '并发编程', '多线程', 'java', '编程', '计算机', 'Concurrency']
计算机程序设计艺术,李伯民,人民邮电出版社,图灵教育,卷1：基本算法（第3版）,The,2016-1-1,517,198,精装,计算机程序设计艺术,9787115360670, 9.6 ,33,['计算机', '计算机科学', '计算机程序设计艺术', '算法', '经典', '编程', '程序设计', '计算机-算法']
TCP/IP网络编程,[韩] 尹圣雨,人民邮电出版社,,,,2014-7,410,79.00元,平装,图灵程序设计丛书,9787115358851, 8.6 ,162,['网络编程', 'TCP/IP', '计算机网络', '计算机', '编程', '网络', '计算机科学', '后台']
JAVA核心技术（卷1）,Cay S. Horstmann,机械工业出版社,,,,2008-6,694,98.00元,平装,Sun公司核心技术丛书,9787111239505, 9.0 ,612,['Java', '编程', 'Java开发', '计算机', '程序设计', 'java', '编程语言', 'IT']
重构,[美]马丁•福勒（Martin Fowler）,人民邮电出版社,,改善既有代码的设计,Refactoring:,2015-8,452,69.00,平装,异步图书-程序员必读经典系列,9787115369093, 9.2 ,67,['编程', '重构', '计算机', '软件工程', '程序设计', '重构与设计模式', '软件开发', '编程自我提升']
C++ Primer Plus,张海龙,人民邮电出版社,异步图书,中文版（第六版）,C++,2012-6-19,936,99.00元,平装,C和C++实务精选,9787115279460, 8.6 ,581,['C++', '编程', '计算机', 'C/C++', '经典', '入门', 'Programming', '计算机科学']
The Practice of Programming,Brian W. Kernighan,Addison-Wesley,,,,1999-2-14,288,USD,Paperback,Addison-Wesley Professional Computing Series,9780201615869, 9.4 ,160,['programming', '编程', '程序设计', '计算机', '计算机科学', 'Programming', '经典', 'C']
代码本色：用编程模拟自然系统,Daniel Shiffman,人民邮电出版社,图灵教育,,The,2014-10,406,99.00元,平装,图灵程序设计丛书,9787115369475, 8.9 ,69,['编程', 'processing', '计算机科学-数据可视化', '计算机', '计算机科学', '编程艺术', '模拟', '可视化']
代码的未来,[日] 松本行弘,人民邮电出版社,图灵教育,,,2013-6,356,79.00元,平装,图灵程序设计丛书·程序员修炼系列,9787115317513, 7.8 ,853,['编程', '松本行弘', '计算机', '编程语言', '计算机科学', '软件开发', 'Programming', '程序员']
面向对象分析与设计,Grady Booch,人民邮电出版社,,（第3版）,Object-Oriented,2009-8,502,79.00元,,,9787115208378, 8.5 ,140,['面向对象', '软件工程', '软件设计', 'UML', '设计模式', '计算机', '编程', '程序设计']
编程真好玩,[英] 乔恩·伍德科克,南海出版公司,,6岁开始学Scratch,Coding,2017-8-1,220,88.00元,精装,,9787544290210, 8.8 ,55,['儿童编程', '编程', '童书', 'Scratch', '教育', '计算机', '儿童教育', '科技']
Clean Code,[美]
            Robert C·Martin,Prentice,,A,,2008-8-11,464,USD,Paperback,,9780132350884, 8.9 ,461,['编程', 'programming', '软件开发', '程序设计', '计算机', '软件工程', '敏捷开发', 'agile']
编写可维护的JavaScript,扎卡斯,人民邮电出版社,,,Maintainable,2013-4,226,55.00元,,,9787115310088, 8.2 ,409,['JavaScript', '前端', 'Web开发', 'Web前端开发', '前端开发', 'javascript', '编程', '计算机']
自制编译器,[日] 青木峰郎,人民邮电出版社,图灵教育,,,2016-6,472,99.00元,平装,图灵程序设计丛书·自制系列,9787115422187, 7.8 ,44,['编译原理', '编译器', '计算机', '编程', '编译', '自制系列', '计算机科学', 'compiler']
虚拟机设计与实现,李晓峰,人民邮电出版社,,以JVM为例,,2020-1,380,129元,平装,图灵程序设计丛书·Java系列,9787115527288,  ,0,['虚拟机', 'Java', 'VM', 'JVM', '计算机', 'Compiler', '编程', '计算机系统']
图解密码技术,周自恒,人民邮电出版社,,,暗号技術入門,2014-12,388,79.00元,平装,图灵程序设计丛书·图解与入门系列,9787115373625, 9.1 ,338,['密码学', '计算机', '密码', '安全', '计算机科学', '算法', '科普', '编程']
黑客与画家,阮一峰,人民邮电出版社,图灵教育,来自计算机时代的高见,Hackers,2013-10,265,69.00元,精装,,9787115326560, 8.9 ,674,['计算机', '思维', '互联网', 'IT文化', '程序员的思维修炼', '编程', '创业', '科技']
Is Parallel Programming Hard, And, If So, What Can You Do About It?,Paul E. McKenney,,,,Paul,,401,,,,9780954899332, 9.2 ,52,['并行编程', 'parallel', 'Programming', '计算机', '编程', '多核', '多线程', 'linux']
数学之美,[美]
            吴军,人民邮电出版社,Just-pub,,,2012-5-1,272,45.00元,平装,,9787115282828, 8.7 ,10815,['数学', '计算机', '科普', '吴军', '计算机科学', '互联网', '科学', 'Programming']
深入浅出Python（影印版）,Paul Barry,东南大学出版社,,,Head,2011-5,457,88.00元,平装,O'Reilly深入浅出系列,9787564126759, 8.6 ,71,['Python', '编程', '数据分析', 'python', '计算机', '数据挖掘', 'Programming', 'HeadFirst']
程序员的数学2,平冈和幸,人民邮电出版社,图灵教育,概率统计,,2015-8-1,405,CNY,平装,图灵程序设计丛书·程序员的数学,9787115400512, 8.6 ,195,['数学', '计算机', '统计学', '编程', '计算机科学', '程序员的数学', '算法', '程序员的数学2']
Kotlin实战,【美】Dmitry Jemerov（德米特里·詹莫瑞福）,电子工业出版社,博文视点,,,2017-8,360,89.00,平装,,9787121321580, 9.2 ,115,['Kotlin', '编程', '计算机', '编程语言', 'Java', 'JVM', 'kotlin', 'Android']
编程原本,Alexander Stepanov,机械工业出版社华章公司,,,Elements,2012-1-10,281,59.00元,平装,计算机科学丛书,9787111367291, 8.6 ,79,['编程', '计算机科学', '程序设计', '计算机', '数学', '算法', 'Programming', '编程风格']
高性能网站建设指南,刘彦博,电子工业出版社,,前端工程师技能精髓,High,2008年,146,35.00元,平装,O'reilly系列,9787121066191, 8.5 ,981,['Web开发', '网站优化', 'Web前端', '性能', 'Web', '前端', '互联网', '计算机']
Google软件测试之道,James A. Whittaker,人民邮电出版社,,像google一样进行软件测试,How,2013-10,258,59.00元,平装,,9787115330246, 8.2 ,414,['软件测试', '测试', 'Google', '测试方法', '计算机', '软件工程', '软件开发', '计算机科学']
Python基础教程（第3版）,Magnus Lie Hetland,人民邮电出版,,,,2018-2-1,476,CNY,平装,,9787115474889, 8.2 ,152,['Python', '编程', '计算机', '基础', '计算机科学', 'programming', '产品管理·开发', '2018书单']
C语言程序设计现代方法,金,人民邮电出版社,图灵教育,现代方法,C,2007-11,408,55.00元,,图灵计算机科学丛书,9787115167071, 9.4 ,224,['C语言', 'C', '编程', '程序设计', '计算机', '编程语言', '软件开发', 'Programming']
ES6标准入门,阮一峰,电子工业出版社,,第3版,,2017-9,576,99.00,平装,,9787121324758, 8.7 ,148,['JavaScript', 'ES6', '前端', '前端开发', '阮一峰', '编程', '计算机', 'js']
计算机网络（第6版）,[美] James F.Kurose,机械工业出版社,,自顶向下方法,Computer,2014-10,548,79.00元,平装,计算机科学丛书,9787111453789, 8.8 ,499,['计算机网络', '计算机', '计算机科学', '网络', 'TCP/IP', '网络原理', '编程', '经典']
离散数学及其应用（原书第7版）,Kenneth H. Rosen,机械工业出版社,,,Discrete,2015-1-1,793,129,平装,计算机科学丛书,9787111453826, 8.5 ,181,['离散数学', '数学', '计算机科学', '计算机', '编程', '程序员', 'Computer_Science', '算法']
计算机科学导论,Behrouz A.Forouzan,机械工业出版社,,,Foundations,2009-1,390,30.00元,简裝本,计算机科学丛书,9787111131595, 8.2 ,319,['计算机', '计算机科学', '计算机科学概论', '程序设计', '编程', '导论', '入门', '导论书籍']
Cracking the Coding Interview,Gayle Laakmann McDowell,CareerCup,,189,,2015-7-1,687,USD,Paperback,,9780984782857, 8.9 ,73,['面试', '算法', '计算机', 'interview', 'CS', '编程', 'programming', 'Coding']
Spring Boot实战,[美]克雷格·沃斯,人民邮电出版社,,,Spring,2016-9,209,59.00元,平装,图灵程序设计丛书·Java系列,9787115433145, 6.9 ,364,['SpringBoot', 'Spring', 'Java', '编程', '计算机', '微服务', '软件开发', '技术']
Oracle Database 9i/10g/11g编程艺术,Thomas Kyte,人民邮电出版社,,深入数据库体系结构,Expert,2011-1-1,706,109.00元,平装,图灵程序设计丛书·数据库系列,9787115244857, 9.2 ,95,['数据库', 'oracle', 'Oracle', 'Database', 'DBA', '计算机', '11g', '编程']
黑客,赵俐,机械工业出版社华章公司,,计算机革命的英雄(二十五周年新版),Hackers:,2011-10-31,352,69.00元,平装,,9787111358404, 8.3 ,914,['黑客', '计算机', '计算机文化', 'Hacker', '互联网', '历史', '编程', '文化']
Python网络爬虫权威指南（第2版）,[美] 瑞安 • 米切尔,人民邮电出版社,,,,2019-4,260,79.00元,平装,图灵程序设计丛书·Python系列,9787115509260, 7.8 ,19,['爬虫', 'Python', '编程', 'python', '计算机', '再版', '6产品·开发', '計算機']
x86汇编语言,李忠,电子工业出版社,,从实模式到保护模式,,2013-1,375,56.00元,平装,,9787121187995, 9.0 ,169,['汇编', '汇编语言', 'x86', '操作系统', '计算机', '保护模式', '编程', '体系结构']
Kotlin核心编程,水滴技术团队,机械工业出版社,,,,2019-4-15,371,89.00元,平装,,9787111624318, 9.1 ,66,['Kotlin', '计算机', '编程', 'Android', '好书，值得一读', '程序设计', '实用', '提升']
Maven实战,许晓斌,机械工业出版社,,,,2010年12月,361,65.00元,平装,实战系列,9787111321545, 8.1 ,792,['Maven', 'Java', '系统构建&自动化', '编程', '计算机', '软件工程', '软件开发', '敏捷开发']
C++沉思录,Andrew Koenig,人民邮电出版社,,,Ruminations,2008-1,386,55.00元,平装,C和C++经典著作,9787115171788, 8.6 ,281,['C++', '编程', 'C/C++', '程序设计', '计算机', '经典', '编程语言', 'Programming']
Clean Architecture：软件架构与设计匠艺（英文版）,【美】Robert C. Martin（罗伯特·C·马丁）,电子工业出版社,,,,2018-7,424,109.00元,平装,原味精品书系,9787121342615, 9.3 ,13,['架构', '软件架构', '软件设计', '计算机', 'architecture', '编程', '软件工程/设计模式/架构', '美国']
MyBatis技术内幕,徐郡明,电子工业出版社,博文视点,,,2017-7,444,79,平装,,9787121317873, 8.5 ,63,['Mybatis', 'Java', '源码分析', 'MyBatis', '计算机', '数据库', '编程', 'ORM']
STL源码剖析,侯捷,华中科技大学出版社,,,,2002-6,493,68.00元,平装,,9787560926995, 8.7 ,1338,['C++', 'STL', '编程', '侯捷', 'C/C++', '数据结构', '算法', '计算机']
嗨翻C语言,[美]David Griffiths,人民邮电出版社,,,Head,2013-9,630,99.00,平装,O'Reilly深入浅出系列,9787115318848, 9.2 ,167,['c语言', '编程', 'C', '计算机', 'HeadFirst', 'C语言', '图灵程序设计丛书', '计算机基础']
Redis实战,Josiah L. Carlson,人民邮电出版社,,,Redis,2015-10,300,,平装,,9787115402844, 8.0 ,402,['Redis', '数据库', 'NoSQL', '计算机', '缓存', '编程', 'redis', '技术']
你不知道的JavaScript（下卷）,[美] Kyle Simpson,人民邮电出版社,,,You,2018-1-1,264,79.00,平装,你不知道的JavaScript,9787115471659, 7.9 ,130,['JavaScript', '编程', '前端开发', '前端', 'Web前端开发', '计算机', 'javascript', '技术']
JavaScript忍者秘籍（第2版）,[美] John Resig（莱西格）,人民邮电出版社,异步图书,,Secrets,2018-3-8,448,99.00,平装,,9787115473264, 8.3 ,85,['JavaScript', '前端', 'Web前端', '编程', 'javascript', '计算机', '软件开发', '技术']
程序员思维修炼,亨特 (Andy Hunt),人民邮电出版社,图灵教育,,Pragmatic,2015-1-1,215,CNY,平装,图灵程序设计丛书·程序员修炼系列,9787115374936, 8.3 ,213,['思维', '方法论', '软件开发', '编程', '思维工具', '计算机', '计算机科学', '敏捷开发']
推荐系统实践,项亮,人民邮电出版社,图灵教育,,,2012-6-1,200,49.00元,平装,图灵原创,9787115281586, 8.1 ,1855,['推荐系统', '数据挖掘', '算法', '机器学习', '数据分析', '互联网', '人工智能', '计算机']
正则表达式必知必会（修订版）,福达 (Ben Forta),人民邮电出版社,图灵教育,,,2015-1-1,130,29.00元,平装,图灵程序设计丛书,9787115377999, 9.1 ,259,['正则表达式', '计算机', '编程', '必知必会系列', 'regex', '入门', '技术', 'Web前端']
A Philosophy of Software Design,John Ousterhout,Yaknyam,,,,2018-4-6,190,GBP,Paperback,,9781732102200, 8.5 ,180,['软件工程', '软件架构', '计算机', '软件设计', '编程', '程序设计', 'programming', '架构师']
程序设计语言,裘宗燕,电子工业出版社,,实践之路,Programming,2007-6,899,99.00元,平装,,9787121042980, 9.0 ,116,['程序设计语言', '编程', '计算机', '程序设计', '编译原理', '计算机科学', 'Programming', '计算机软件和理论']
高效能程序员的修炼,[美]Jeff Atwood,人民邮电出版社,,软件开发远不止是写代码那样简单……,Effective,2013-7,268,49,平装,,9787115318985, 8.2 ,243,['编程', '高效能程序员', '编程修养', '计算机', '软件开发', '软件工程', '思维', '程序设计']
编程珠玑（第2版•修订版）,[美] Jon Bentley 乔恩•本特利,人民邮电出版社,,,More,2014-12,280,39,平装,编程珠玑（修订版）,9787115357618, 8.4 ,230,['算法', '编程', '计算机', '计算机科学', '程序设计', '经典', '编程珠玑', '软件开发']
程序员代码面试指南：IT名企算法与数据结构题目最优解,左程云,电子工业出版社,博文视点,IT名企算法与数据结构题目最优解,,2015-9,532,79.00元,平装,,9787121270116, 8.9 ,141,['算法', '面试', '编程', '数据结构', '计算机', '计算机类', '计算机科学', 'JAVA']
深入剖析Tomcat,Budi Kurniawan,机械工业出版社华章公司,,,How,2011-12-31,360,59.00元,,华章专业开发者丛书,9787111369974, 8.3 ,196,['tomcat', 'Java', 'Tomcat', 'web', '计算机', '深入剖析', '编程', 'servlet']
C++ Primer 中文版（第 4 版）,Stanley B.Lippman,人民邮电出版社,图灵教育,,C++,2006,745,99.00元,16开,图灵程序设计丛书·C/C++系列,9787115145543, 9.2 ,4303,['C++', '编程', '计算机', '程序设计', 'C/C++', '经典', '经典教材', '经典之作']
树莓派开始，玩转Linux,Vamei,电子工业出版社,,,,2018-6-27,356,69.00,其他,,9787121342660, 9.3 ,81,['树莓派', 'Linux', '计算机', '编程', '计算机系统', '计算机科学', '硬件', '工具书']
Go语言实战,威廉·肯尼迪 (William Kennedy),人民邮电出版社,异步图书,,,2017-3-1,224,CNY,平装,,9787115445353, 7.7 ,314,['Go', 'Golang', '编程', '编程语言', '计算机', '计算机科学', 'Programming', '开发']
JavaScript权威指南(第6版),David Flanagan,机械工业出版社,,,JavaScript:,2012-4-1,1004,139.00元,平装,O'reilly系列,9787111376613, 8.8 ,697,['JavaScript', 'Web前端开发', '犀牛书', '前端', '编程', '前端开发', '计算机', 'Web开发']
Spring揭秘,王福强,人民邮电出版社,,,,2009.8,680,99.00元,平装,,9787115209429, 9.1 ,331,['Spring', 'Java', '框架', 'Web开发', '编程', '计算机', 'J2EE', 'spring']
算法笔记,胡凡,机械工业出版社,,,,2016-7,465,65,平装,,9787111540090, 9.2 ,221,['算法', '数据结构', '计算机', 'PAT', '计算机科学', '编程', '程序设计', '考研']
Haskell趣学指南,[斯洛文尼亚] Miran Lipovaca,人民邮电出版社,,,Learn,2014-1,301,,平装,新锐编程语言集萃,9787115335593, 9.0 ,245,['Haskell', '函数式编程', '编程', '计算机', '编程语言', '程序设计', 'programming', 'haskell']
程序员的思维修炼,Andy Hunt,人民邮电出版社,图灵教育,开发认知潜能的九堂课,Pragmatic,2010-12-10,213,39.00元,平装,图灵程序设计丛书·程序员修炼系列,9787115242334, 8.4 ,1881,['思维', '软件开发', '编程', '程序员的思维修炼', '程序员', '计算机', '认知', '编程艺术']
CSS揭秘,[希] Lea Verou,人民邮电出版社,,,CSS,2016-4,260,99.00元,平装,图灵程序设计丛书·Web开发系列,9787115416940, 9.4 ,358,['CSS', '前端开发', '前端', '网页设计', 'Web前端开发', 'CSS秘笈', '编程', '计算机']
Linux高性能服务器编程,游双,机械工业出版社,,,,2013-5-1,360,CNY,平装,实战系列,9787111425199, 7.9 ,201,['网络编程', 'Linux', '服务器', '高性能', 'Linux/Unix', '计算机', '编程', 'linux']
写给所有人的编程思维,(英) 吉姆·克里斯蒂安,北京日报出版社,,,,2019-4-1,150(千字）,45.00,平装,,9787547732342, 6.5 ,158,['编程', '逻辑思维', '编程思维', '思维方法', '思维', '科普', '教育', '2019']
CSS权威指南（第四版）,Eric A. Meyer,中国电力出版社,,Web视觉呈现技术,,2019-4,1049,198,平装,,9787519826598, 9.0 ,30,['CSS', '前端技术', '前端', 'css', '计算机', '程序设计', '技能', '编程']
Python核心编程（第二版）,[美]Wesley J. Chun（陳仲才）,人民邮电出版社,,,Core,2008-06,654,89.00元,平装,,9787115178503, 7.7 ,1557,['Python', '编程', '计算机', '程序语言', 'python', '程序设计', 'programming', '开发']
Python深度学习：基于PyTorch,吴茂贵,机械工业出版社,,,,2019-11-1,307,89元,平装,智能系统与技术丛书,9787111637172, 9.2 ,32,['深度学习', 'Pytorch', '机器学习', '人工智能', 'pytorch', '好书！', '好书，值得一读', '编程']
C语言名题精选百则技巧篇,冼镜光,机械工业出版社,,,,2005-7,491,44.00元,简裝本,,9787111163763, 9.0 ,54,['C语言', '算法', '编程', 'C', '计算机', 'C/C++', '程序设计', '【程序员】']
计算机程序设计艺术（第1卷）,[美]
            Donald Knuth,清华大学出版社,,基本算法,,2002-9,650,80.00元,精装,计算机程序设计艺术（英文影印版）,9787302058144, 9.4 ,478,['算法', '计算机', '计算机程序设计艺术', '编程', '经典', '计算机科学', 'Knuth', 'Programming']
The  C Programming Language,Brian W. Kernighan,Prentice,,-,,1988-4-1,274,USD,Paperback,,9780131103627, 9.6 ,1305,['c', 'Programming', 'C语言', '编程', '计算机', '经典', 'C', '程序设计']
Android开发艺术探索,任玉刚,电子工业出版社,,,,2015-9-1,507,CNY,平装,,9787121269394, 8.2 ,314,['Android', 'Android进阶', '编程', '进阶', '计算机', '软件开发', '技术', '注重思想，提升能力']
游戏编程模式,Robert Nystrom,人民邮电出版社,,Game,,2016-9-1,306,61.4,平装,,9787115426888, 8.8 ,112,['游戏开发', '游戏编程', '设计模式', '游戏', '编程', '计算机', '游戏设计', '软件开发']
自己动手写CPU,雷思磊,电子工业出版社,博文视点,,,2014-9-1,556,99.00元,平装,,9787121239502, 8.3 ,31,['计算机', 'CPU', '计算机科学-底层硬件', '体系结构', '计算机技术', '底层', 'FPGA', '嵌入式']
深入理解并行编程,[美] Paul E.Mckenney（保罗·E·麦肯尼),电子工业出版社,博文视点,,Is,2017-7-1,514,129,平装,,9787121315084, 7.0 ,33,['并行编程', '计算机', '编程', '并发', '计算机科学', '软件开发', 'Programming', '编程艺术']
应用密码学：协议、算法与C源程序（原书第2版）,（美）Bruce Schneier,机械工业出版社,,,Applied,2014-1,,79.00,,计算机科学丛书,9787111445333, 8.3 ,43,['密码学', '计算机', '计算机科学', '信息安全', '#密码学#', '安全', '计算机科学丛书', '编程']
数据结构（C语言版）,严蔚敏,/,,,,清华大学出版社,2012-5,335,29.00元,清华大学计算机系列教材,平装, 6.3 ,275,['数据结构', '计算机', 'C', '算法', '编程', '教材', '严蔚敏', '程序设计']
Scala编程（第3版）,【德】Martin Odersky（马丁.奥德斯基）,电子工业出版社,博文视点,,,2018-1-1,832页,144.00元,平装,,9787121328428, 9.6 ,66,['Scala', '编程', '计算机', '函数式编程', '程序设计', '计算机科学', '软件开发', '编程语言']
CLR via C#,(美)Jeffrey Richter,清华大学出版社,,,CLR,2010-9,777,99.00元,,,9787302232599, 9.5 ,313,['C#', 'CLR', '.Net', '编程', '软件开发', '.NET', '计算机', '微软']
Apache Kafka实战,胡夕,电子工业出版社,博文视点,,,2018-5,400,89,平装,,9787121337765, 9.0 ,49,['Kafka', '消息中间件', 'kafka', '消息队列', 'MQ', '分布式', '编程', '中间件']
反应式设计模式,Roland Kuhn,清华大学出版社,,,Reactive,2019-1-1,,98.00,平装,,9787302517146, 7.9 ,37,['反应式编程', '设计模式', '分布式', '计算机', '编程', 'Akka', '下一代架构', 'Scala']
Operating Systems,Remzi Arpaci-Dusseau,Arpaci-Dusseau,,Three,,2018-8-29,714,USD,Paperback,,9781105979125, 9.7 ,322,['操作系统', 'OS', '计算机', '计算机科学', 'operating-system', '计算机系统', 'CS', '编程']
Java核心技术·卷 I（原书第11版）,[美] 凯 S.霍斯特曼（Cay S.Horstmann）,机械工业出版社,,基础知识,Core,2019-11-25,636,149元,平装,Java核心技术系列,9787111636663, 9.4 ,55,['Java', 'Java第11版', 'Java入门首推，先看这本再看Java编程思想', '计算机', '编程', '学习系列', '好书，值得一读', '計算機科學與技術']
重构,Martin Fowler,中国电力出版社,,改善既有代码的设计,Refactoring:,2003-8-1,464,68.00元,平装,,9787508315546, 9.0 ,2073,['重构', '软件工程', '编程', '软件开发', '计算机', '代码', 'programming', 'design']
深入理解JVM字节码,张亚,机械工业出版社,,Dive,深入理解JVM字节码,2020-5,301,89,平装,Java核心技术系列,9787111653721,  ,0,['Java', 'jvm', 'JVM', '编程', '计算机', 'java', '最新版']
Patterns of Enterprise Application Architecture,Martin Fowler,Addison-Wesley,,,,2002-11-15,560,USD,Hardcover,The Addison-Wesley Signature Series,9780321127426, 8.9 ,81,['设计模式', '架构', 'Martin_Fowler', '软件工程', 'architecture', 'pattern', '计算机', '编程']
企业应用架构模式,王怀民,机械工业出版社,,,Patterns,2010-4,363,59.00元,平装,开发人员专业技术丛书,9787111303930, 8.3 ,325,['架构', '企业架构', '软件开发', '软件工程', '设计模式', '计算机', '程序设计', '模式']
Python机器学习基础教程,[德]安德里亚斯·穆勒,人民邮电出版社,,,Introduction,2018-1,300,79.00元,平装,,9787115475619, 8.6 ,123,['机器学习', 'Python', 'MachineLearning', 'python', '数据分析', '人工智能', '计算机科学', '计算机']
测试驱动开发,Kent Beck,中国电力出版社,,,Test,2004-4-1,184,28.00元,平装(无盘),大师签名系列,9787508321738, 8.2 ,507,['TDD', '测试驱动', '敏捷开发', '软件工程', '软件开发', '编程', '测试', '计算机']
Java核心技术·卷 II（原书第10版）,[美] 凯.S.霍斯特曼（Cay S. Horstmann）,机械工业出版社,,高级特性,Core,2017-9,,139.00,平装,Java核心技术系列,9787111573319, 7.5 ,77,['Java', '编程', '计算机', '技术', 'java', '软件开发', '计算机科学', 'IT']
设计模式,伽玛,机械工业出版社,,可复用面向对象软件的基础,,2002-3-1,424,38.00元,平装(无盘),经典原版书库,9787111095071, 9.4 ,264,['设计模式', '计算机', '软件工程', '编程思想', '编程', '程序设计', '软件开发', 'Programming']
深入分析Java Web技术内幕（修订版）,许令波,电子工业出版社,博文视点,,,2014-8-1,464,CNY,平装,阿里巴巴集团技术丛书,9787121232930, 7.5 ,252,['Java', 'Web', 'JAVA', '计算机', '编程', '架构', '互联网', '阿里']
Python金融衍生品大数据分析：建模、模拟、校准与对冲,【德】Yves Hilpisch（伊夫·希尔皮斯科）,电子工业出版社,,,,2017-8,340,99.00,平装,,9787121313363, 9.2 ,16,['Python', '金融', '量化投资', '数据分析', '金融衍生品', '量化交易', '经济金融', '量化']
UNIX编程艺术,姜宏,电子工业出版社,博文视点,,The,2012-8,530,99.00元,平装,传世经典书丛,9787121176654, 9.3 ,75,['Unix', '编程', '计算机', 'UNIX', '计算机科学', 'Linux/Unix', '程序设计', '软件开发']
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,Bradley N. Miller,Franklin,,,,,2011-8-22,438,USD,Paperback,,9781590282571, 9.1 ,125,['Python', '算法', '数据结构', '计算机', '编程', 'Algorithm', 'python', 'Programming']
Linux内核完全剖析,赵炯,机械工业出版社,,基于0.12内核,,2008.10,945,99.00元,平装,,9787111250470, 9.0 ,186,['Linux', '操作系统', 'kernel', '内核', '计算机', '源码', 'OS', 'linux']
深入浅出Vue.js,刘博文,人民邮电出版社,,,,2019-3,282,79.00元,平装,图灵原创,9787115509055, 8.2 ,64,['Vue.js', '前端', 'Vue', '框架原理', 'JavaScript', 'Web', '计算机', 'web']
Python网络数据采集,陶俊杰,人民邮电出版社,,,Web,2016-3-1,200,CNY,平装,图灵程序设计丛书·Python系列,9787115416292, 7.7 ,426,['爬虫', 'python', 'Python', '数据挖掘', '数据抓取', '编程', '计算机', '数据分析']
动手玩转Scratch2.0编程,马吉德·马吉 (Majed Marji),电子工业出版社,,STEAM创新教育指南,,2015-10-1,296,CNY,平装,,9787121272516, 9.0 ,22,['编程', 'scratch', '教育', '育儿', '程序设计', 'Scratch', '儿童编程', '编程教育']
程序员的数学3,[日] 平冈和幸,人民邮电出版社,图灵教育,线性代数,,2016-3,384,79.00元,平装,图灵程序设计丛书·程序员的数学,9787115417749, 8.4 ,172,['数学', '线性代数', '计算机', '程序员的数学', '编程', '计算机科学', '计算机数学', '程序员']
深入理解LINUX内核(第三版),（美）博韦，西斯特,中国电力出版社,,,Understanding,2007-10-01,896,98.00元,平装,O'reilly系列,9787508353944, 8.7 ,452,['linux', 'kernel', '操作系统', '内核', 'Linux', '计算机', '深入理解LINUX内核(第三版)', '编程']
量子编程基础,Mingsheng Ying,机械工业出版社,,,Foundations,2019-8,314,139,平装,计算机科学丛书,9787111631293,  ,0,['量子计算', '计算机', '量子编程', '编程', '量子力学', '科学']
深入理解Java虚拟机,周志明,机械工业出版社,,JVM高级特性与最佳实践,,2011-6,387,69.00元,平装,华章原创精品,9787111349662, 8.6 ,779,['JVM', 'Java', '虚拟机', '深入Java虚拟机', '计算机', 'java', 'java虚拟机', '编程']
程序设计实践,[美] Brian W. Kernighan,机械工业出版社,,,The,2000-8,221,20.00元,平装,计算机科学丛书,9787111075738, 9.1 ,479,['程序设计', '编程', '计算机', '程序设计实践', '计算机科学', 'programming', '经典', '软件工程']
Pro Git (Second Edition),Scott Chacon,Apress,,,,2014-11-9,350,USD,Paperback,,9781484200773, 9.2 ,267,['Git', '版本控制', '计算机', '编程', 'git', 'Programming', '软件工程', '英文版']
The Pragmatic Programmer,David Thomas,Addison-Wesley,,your,,2019-9-23,352,USD,Paperback,,9780135957059, 9.4 ,28,['软件工程', '计算机科学', '编程', '经典', '计算机', '程序设计', 'Programming', 'programming']
统计思维,[美] Allen B. Downey,人民邮电出版社,,程序员数学之概率统计（第2版）,Think,2015-9,204,49.00元,平装,,9787115401083, 8.1 ,24,['统计', 'Python', '数据分析', '统计学', '数学', '概率', '计算机科学', '计算机']
Software Engineering at Google,Titus Winters,O'Reilly,,Lessons,,2020-3-3,500,USD,Paperback,,9781492082798,  ,0,['软件工程', 'Programming', 'Google', '计算机', '计算机科学', '编程', '混口饭吃', 'PROGRAMMING']
The Little Schemer - 4th Edition,Daniel P. Friedman,The,,,,1995-12-21,216,USD,Paperback,,9780262560993, 9.3 ,529,['scheme', '函数式编程', 'LISP', '编程', '计算机', '计算机科学', 'programming', 'FP']
